building_id, mean_temp, std_temp, pct_above_18, pct_below_15
10000, 14.013084320571945, 6.367463827437949, 30.944631297240605, 55.5260207587429
10009, 11.000211519335574, 5.811131468359584, 16.6712734948236, 74.9723590310584
10014, 14.744523255180722, 7.037531284564431, 38.26367541377415, 52.80837116508215
10019, 14.735843563390068, 7.0301433550616315, 38.150171412294895, 52.928250984221926
10029, 10.616104749609176, 6.317281462482516, 18.25563221896085, 74.51301795448481
10031, 12.507972367526452, 6.278260272716716, 24.04914120731815, 66.39218690157028
10051, 13.289457628845698, 5.999061374151037, 25.97693550756574, 62.85625091817247
10053, 11.366697063156606, 6.261161909410697, 19.9510754583921, 72.41052538787024
10056, 14.220169087383985, 6.17945885799662, 31.763454814173965, 57.06174975667784
10064, 12.717842565915321, 6.964230915794327, 28.796234159056205, 62.7520205409506
10075, 15.15779005551269, 6.44062974078218, 39.12971468951506, 47.451638547831465
10079, 15.094867151583172, 7.313763015592766, 41.90291825969123, 49.44586942844698
10080, 15.77802292984439, 7.280493584440383, 46.36674471691274, 44.71005476580028
10082, 16.4662276257331, 6.713128572694776, 48.64539376985444, 40.55853207529278
10083, 15.639267793577963, 7.120807019710804, 44.855518923515284, 45.886354482120744
10084, 15.100940925478294, 7.150458704296128, 40.90648998644782, 50.266526125583496
10085, 15.869001414123982, 7.19273840849739, 46.18303917834116, 44.72425614762771
10086, 14.391888130384736, 7.215510762475585, 37.258579023682934, 53.01304978250363
10087, 15.073309407766146, 7.275472889843608, 41.532405798190645, 49.89713190601896
10089, 13.990200358427913, 7.276082163669552, 35.45955760665008, 56.36117757203787
10090, 14.29003180011115, 6.618872269266216, 36.62647808949687, 51.19638302805471
10093, 14.095609494178595, 6.5672720765714585, 33.37738587863163, 56.455142231947484
10094, 14.194332403600512, 6.761399410620317, 35.37678542111312, 54.92584687790729
10097, 14.353376773500074, 6.862499433073421, 37.79783275670736, 51.308832169201644
10117, 15.46574482313899, 6.682238831201511, 44.11904941152852, 44.470375668147256
10119, 14.087844835106278, 6.7517478821130785, 35.080178957422206, 54.69763233298145
10120, 15.281955042588308, 8.031502046346736, 46.168775716171105, 47.71627461636002
10124, 13.865677573440333, 7.0324711530465995, 34.5643361911253, 56.06951967571834
10126, 13.39557824074999, 6.6367569745788035, 29.66113660430639, 61.092481468408046
10128, 17.42701069064903, 6.706389201244985, 56.035537585784965, 34.87790604883758
10136, 15.423739483181867, 7.273081574667445, 44.31174429295975, 46.89016975293384
10144, 12.107635035660566, 6.127304775963155, 21.81051363157102, 68.90219410553799
10145, 10.6494103871307, 5.892549835920722, 16.562272626617318, 75.2949922495334
10150, 14.960250637006192, 7.495417847683728, 41.1976336628155, 50.739016746100916
10161, 13.448823798238866, 7.030513363091802, 31.811469984215616, 59.47317503691508
10165, 13.053372341279067, 6.732509844052654, 29.06502057613169, 62.05925925925926
10167, 13.23158779881287, 6.814806540635299, 30.187672922430746, 60.85369512317077
